,__REALTIME_TIMESTAMP,UTC,Master Offset,Frequency,Path Delay
90,1597136189,56:29,-678,19205,24770
91,1597136190,56:30,-536,19144,24758
92,1597136191,56:31,162,19681,24828
93,1597136192,56:32,-95,19472,24828
94,1597136193,56:33,578,20117,24828
95,1597136194,56:34,-663,19049,24971
96,1597136195,56:35,-205,19308,24834
97,1597136196,56:36,274,19726,24834
98,1597136197,56:37,874,20408,24802
99,1597136198,56:38,33,19829,24950
100,1597136199,56:39,-701,19105,24880
101,1597136200,56:40,-21,19575,24802
102,1597136201,56:41,-343,19247,24797
103,1597136202,56:42,798,20285,24797
104,1597136203,56:43,-452,19274,24879
105,1597136204,56:44,-192,19398,24875
106,1597136205,56:45,116,19649,24793
107,1597136206,56:46,191,19759,24793
108,1597136207,56:47,102,19727,24781
109,1597136208,56:48,-112,19544,24730
110,1597136209,56:49,-335,19287,24730
111,1597136210,56:50,419,19940,24655
112,1597136211,56:51,311,19958,24655
113,1597136212,56:52,482,20222,24655
114,1597136213,56:53,-246,19639,24705
115,1597136214,56:54,-13,19798,24705
116,1597136215,56:55,-767,19040,24705
117,1597136217,56:57,960,20537,24579
118,1597136218,56:58,-909,18956,24579
119,1597136219,56:59,315,19908,24611
120,1597136220,57:00,-130,19557,24781
121,1597136221,57:01,272,19920,24781
122,1597136222,57:02,-798,18932,24955
123,1597136223,57:03,70,19560,24955
124,1597136224,57:04,7,19518,24955
125,1597136225,57:05,439,19952,24955
126,1597136226,57:06,550,20195,24955
127,1597136227,57:07,-242,19568,24922
128,1597136228,57:08,-175,19562,24727
129,1597136229,57:09,153,19838,24727
130,1597136230,57:10,-34,19697,24830
131,1597136231,57:11,-703,19018,24989
132,1597136232,57:12,-11,19499,24989
133,1597136233,57:13,1018,20524,24873
134,1597136234,57:14,-641,19171,24873
135,1597136235,57:15,-164,19456,24822
136,1597136236,57:16,64,19634,24822
137,1597136237,57:17,-85,19505,24790
138,1597136238,57:18,469,20033,24790
139,1597136239,57:19,-39,19666,24822
140,1597136240,57:20,-119,19574,24790
141,1597136241,57:21,-6859,12798,24790
142,1597136242,57:22,6572,24172,24773
143,1597136243,57:23,1651,21222,24773
144,1597136244,57:24,1065,21132,24781
145,1597136245,57:25,-1492,18894,24868
146,1597136246,57:26,-618,19320,24868
147,1597136247,57:27,-394,19359,24868
148,1597136248,57:28,259,19894,24831
149,1597136249,57:29,1127,20840,24727
150,1597136250,57:30,-899,19152,24961
151,1597136251,57:31,-583,19198,24783
152,1597136252,57:32,-328,19278,24727
153,1597136253,57:33,248,19756,24727
154,1597136254,57:34,568,20150,24680
155,1597136255,57:35,374,20126,24687
156,1597136256,57:36,-828,19037,24687
157,1597136257,57:37,3,19619,24680
158,1597136258,57:38,726,20343,24720
159,1597136259,57:39,-44,19791,24738
160,1597136260,57:40,-30,19792,24738
161,1597136261,57:41,-333,19480,24775
162,1597136262,57:42,-489,19224,24942
163,1597136263,57:43,-264,19302,25004
164,1597136264,57:44,521,20008,25004
165,1597136265,57:45,748,20391,25004
166,1597136266,57:46,-327,19541,25004
167,1597136267,57:47,-563,19207,25011
168,1597136268,57:48,-149,19452,25006
169,1597136269,57:49,-186,19370,25006
170,1597136270,57:50,1185,20685,25006
171,1597136271,57:51,-38,19818,25006
172,1597136272,57:52,-672,19172,25077
173,1597136273,57:53,295,19938,25006
174,1597136274,57:54,-36,19695,25006
175,1597136275,57:55,106,19826,24914
176,1597136276,57:56,-682,19070,25009
177,1597136277,57:57,486,20034,24914
178,1597136278,57:58,-596,19097,24914
179,1597136279,57:59,-79,19436,24831
180,1597136280,58:00,1031,20522,24831
181,1597136281,58:01,-855,18945,25009
182,1597136282,58:02,14,19558,25009
183,1597136283,58:03,48,19596,24914
184,1597136284,58:04,-65,19497,24772
185,1597136285,58:05,827,20370,24702
186,1597136286,58:06,202,19993,24702
187,1597136287,58:07,570,20421,24702
188,1597136288,58:08,-455,19567,24702
189,1597136289,58:09,-389,19497,24729
190,1597136290,58:10,-280,19489,24729
191,1597136291,58:11,92,19777,24691
192,1597136292,58:12,471,20184,24691
193,1597136293,58:13,348,20202,24691
194,1597136294,58:14,-897,19062,24729
195,1597136295,58:15,-20,19669,24914
196,1597136296,58:16,-165,19518,24934
197,1597136297,58:17,-161,19473,24934
198,1597136298,58:18,679,20265,24934
199,1597136299,58:19,-453,19336,24934
200,1597136300,58:20,-121,19532,24873
201,1597136301,58:21,-69,19548,24873
202,1597136302,58:22,236,19832,24873
203,1597136303,58:23,-321,19346,24873
204,1597136304,58:24,796,20367,24758
205,1597136305,58:25,400,20210,24758
206,1597136306,58:26,174,20104,24758
207,1597136307,58:27,-960,19022,24854
208,1597136308,58:28,-128,19566,24758
209,1597136309,58:29,-334,19322,24758
210,1597136310,58:30,-147,19408,24808
211,1597136311,58:31,1221,20732,24808
212,1597136312,58:32,-383,19495,24823
213,1597136313,58:33,-80,19683,24823
214,1597136314,58:34,-374,19365,24922
215,1597136315,58:35,176,19802,24922
216,1597136316,58:36,595,20274,24731
217,1597136317,58:37,-282,19576,24731
218,1597136318,58:38,-307,19466,24688
219,1597136319,58:39,77,19758,24688
220,1597136320,58:40,894,20598,24688
221,1597136321,58:41,-307,19665,24688
222,1597136322,58:42,-476,19404,24688
223,1597136323,58:43,-471,19266,24731
224,1597136324,58:44,-122,19474,24688
225,1597136325,58:45,1135,20695,24688
226,1597136326,58:46,345,20245,24688
227,1597136327,58:47,-577,19427,24726
228,1597136328,58:48,-980,18850,24861
229,1597136329,58:49,493,20029,24861
230,1597136330,58:50,-689,18995,24944
231,1597136331,58:51,986,20464,24714
232,1597136332,58:52,685,20458,24714
233,1597136333,58:53,-750,19229,24987
234,1597136334,58:54,31,19785,24987
235,1597136335,58:55,114,19877,24966
236,1597136336,58:56,-412,19385,24866
237,1597136337,58:57,666,20340,24771
238,1597136338,58:58,-144,19730,24860
239,1597136339,58:59,46,19876,24966
240,1597136340,59:00,-244,19600,24966
241,1597136341,59:01,-557,19214,24932
242,1597136342,59:02,165,19769,24932
243,1597136343,59:03,-32,19621,24932
244,1597136344,59:04,31,19675,24889
245,1597136345,59:05,-4,19649,24817
246,1597136346,59:06,119,19771,24802
247,1597136347,59:07,290,19978,24802
248,1597136348,59:08,198,19973,24802
249,1597136349,59:09,75,19909,24817
250,1597136350,59:10,289,20146,24808
251,1597136351,59:11,-543,19400,24808
252,1597136352,59:12,497,20277,24760
253,1597136353,59:13,-688,19241,24782
254,1597136354,59:14,66,19789,24782
255,1597136355,59:15,173,19916,24742
256,1597136356,59:16,-153,19642,24742
257,1597136357,59:17,366,20115,24742
258,1597136358,59:18,-792,19067,24742
259,1597136359,59:19,-42,19579,24614
260,1597136360,59:20,565,20173,24614
261,1597136361,59:21,-649,19129,24614
262,1597136362,59:22,556,20139,24625
263,1597136363,59:23,-538,19212,24639
264,1597136364,59:24,-187,19402,24639
265,1597136365,59:25,131,19664,24639
266,1597136366,59:26,230,19802,24639
267,1597136367,59:27,975,20616,24720
268,1597136368,59:28,-829,19104,24720
269,1597136369,59:29,140,19825,24720
270,1597136370,59:30,504,20231,24806
271,1597136371,59:31,-602,19276,24806
272,1597136372,59:32,-468,19229,24806
273,1597136373,59:33,541,20098,24806
274,1597136374,59:34,-155,19564,24806
275,1597136375,59:35,100,19773,24835
276,1597136376,59:36,-324,19379,24804
277,1597136377,59:37,404,20009,24740
278,1597136378,59:38,-150,19577,24794
279,1597136379,59:39,470,20152,24773
280,1597136380,59:40,-565,19258,24773
281,1597136381,59:41,289,19942,24738
282,1597136382,59:42,171,19911,24738
283,1597136383,59:43,579,20370,24773
284,1597136384,59:44,-327,19638,24773
285,1597136385,59:45,-169,19698,24773
286,1597136386,59:46,-6812,13004,24773
287,1597136387,59:47,6655,24427,24738
288,1597136388,59:48,2289,22058,24792
289,1597136389,59:49,-964,19492,24913
290,1597136390,59:50,-7251,12915,24892
291,1597136391,59:51,6530,24521,24874
292,1597136392,59:52,1136,21086,25023
293,1597136393,59:53,-174,20117,25044
294,1597136394,59:54,-520,19719,25044
295,1597136395,59:55,190,20273,25044
296,1597136396,59:56,-546,19594,25044
297,1597136397,59:57,-905,19071,25044
298,1597136398,59:58,218,19922,24952
299,1597136399,59:59,-291,19479,24988
300,1597136400,00:00,-165,19518,24884
301,1597136401,00:01,686,20319,24884
302,1597136402,00:02,-106,19733,24884
303,1597136403,00:03,-38,19769,24884
304,1597136404,00:04,178,19974,24766
305,1597136405,00:05,46,19895,24766
306,1597136406,00:06,274,20137,24766
307,1597136407,00:07,-159,19786,24766
308,1597136408,00:08,-582,19315,24877
309,1597136409,00:09,-331,19392,24877
310,1597136410,00:10,610,20233,24679
311,1597136411,00:11,-302,19504,24679
312,1597136412,00:12,723,20439,24659
313,1597136413,00:13,-183,19750,24665
314,1597136414,00:14,-123,19755,24651
315,1597136415,00:15,45,19886,24600
316,1597136416,00:16,846,20700,24600
317,1597136417,00:17,-1077,19031,24600
318,1597136418,00:18,111,19896,24600
319,1597136419,00:19,179,19997,24605
320,1597136420,00:20,-129,19743,24605
321,1597136421,00:21,20,19853,24651
322,1597136422,00:22,301,20140,24660
323,1597136423,00:23,-307,19623,24694
324,1597136424,00:24,147,19985,24754
325,1597136425,00:25,-551,19331,24754
326,1597136426,00:26,-282,19434,24754
327,1597136427,00:27,122,19754,24734
328,1597136428,00:28,494,20162,24734
329,1597136429,00:29,-60,19757,24734
330,1597136430,00:30,-251,19548,24764
331,1597136431,00:31,-173,19550,24733
332,1597136432,00:32,-169,19502,24686
333,1597136433,00:33,216,19837,24627
334,1597136434,00:34,161,19847,24670
335,1597136435,00:35,681,20415,24627
336,1597136436,00:36,-66,19872,24627
337,1597136437,00:37,-144,19774,24606
338,1597136438,00:38,828,20703,24579
339,1597136439,00:39,-1096,19028,24579
340,1597136440,00:40,-108,19687,24579
341,1597136441,00:41,110,19872,24579
342,1597136442,00:42,172,19967,24579
343,1597136443,00:43,-64,19783,24654
344,1597136444,00:44,-36,19792,24657
345,1597136445,00:45,-55,19762,24657
346,1597136446,00:46,613,20413,24657
347,1597136447,00:47,-7459,12525,24692
348,1597136448,00:48,7075,24822,24692
349,1597136449,00:49,2584,22453,24692
350,1597136450,00:50,-493,20151,24872
351,1597136451,00:51,-1137,19359,24906
352,1597136452,00:52,-920,19235,24906
353,1597136453,00:53,30,19909,24812
354,1597136454,00:54,-323,19565,24825
355,1597136455,00:55,-265,19526,24787
356,1597136456,00:56,592,20304,24787
357,1597136457,00:57,669,20559,24765
358,1597136458,00:58,-245,19845,24765
359,1597136459,00:59,-1009,19008,24765
360,1597136460,01:00,398,20112,24647
361,1597136461,01:01,-606,19227,24778
362,1597136462,01:02,154,19806,24778
363,1597136463,01:03,677,20375,24820
364,1597136464,01:04,-138,19763,24820
365,1597136465,01:05,-522,19338,24820
366,1597136466,01:06,-48,19655,24887
367,1597136467,01:07,-167,19522,24887
368,1597136468,01:08,795,20433,24817
369,1597136469,01:09,330,20207,24817
370,1597136470,01:10,286,20262,24817
371,1597136471,01:11,-729,19333,24887
372,1597136472,01:12,298,20141,24887
373,1597136473,01:13,-819,19113,24887
374,1597136474,01:14,-435,19252,24843
375,1597136475,01:15,459,20015,24773
376,1597136476,01:16,911,20605,24773
377,1597136477,01:17,-196,19771,24844
378,1597136478,01:18,-968,18940,24954
379,1597136479,01:19,77,19695,24872
380,1597136480,01:20,1001,20642,24829
381,1597136481,01:21,-553,19388,24829
382,1597136482,01:22,155,19931,24829
383,1597136483,01:23,-345,19477,24872
384,1597136484,01:24,350,20069,24872
385,1597136485,01:25,-189,19635,24872
386,1597136486,01:26,504,20271,24829
387,1597136487,01:27,321,20239,24829
388,1597136488,01:28,-392,19622,24829
389,1597136489,01:29,-842,19055,24829
390,1597136490,01:30,-218,19426,24829
391,1597136491,01:31,749,20328,24808
392,1597136492,01:32,162,19965,24808
393,1597136493,01:33,-470,19382,24900
394,1597136494,01:34,655,20366,24716
395,1597136495,01:35,-94,19814,24801
396,1597136496,01:36,342,20221,24801
397,1597136497,01:37,-744,19238,24810
398,1597136498,01:38,-40,19719,24672
399,1597136499,01:39,112,19859,24635
400,1597136500,01:40,533,20313,24610
401,1597136501,01:41,482,20422,24610
402,1597136502,01:42,-147,19938,24711
403,1597136503,01:43,-1075,18966,24773
404,1597136504,01:44,926,20644,24773
405,1597136505,01:45,-372,19624,24940
406,1597136506,01:46,-153,19731,24940
407,1597136507,01:47,-1023,18816,25072
408,1597136508,01:48,-150,19382,25072
409,1597136509,01:49,253,19740,25072
410,1597136510,01:50,340,19903,25072
411,1597136511,01:51,284,19949,25072
412,1597136512,01:52,964,20714,25072
413,1597136513,01:53,-485,19554,25024
414,1597136514,01:54,-155,19738,24914
415,1597136515,01:55,-165,19682,24914
416,1597136516,01:56,-346,19451,24884
417,1597136517,01:57,510,20204,24712
418,1597136518,01:58,883,20730,24712
419,1597136519,01:59,-725,19387,24782
420,1597136520,02:00,411,20305,24700
421,1597136521,02:01,-297,19720,24760
422,1597136522,02:02,-745,19183,24976
423,1597136523,02:03,-609,19096,24998
424,1597136524,02:04,48,19570,24998
425,1597136525,02:05,228,19764,24914
426,1597136526,02:06,283,19888,24798
427,1597136527,02:07,671,20361,24798
428,1597136528,02:08,371,20262,24798
429,1597136529,02:09,-598,19404,24914
430,1597136530,02:10,186,20009,24971
431,1597136531,02:11,432,20311,24895
432,1597136532,02:12,-295,19713,24895
433,1597136533,02:13,-588,19332,24749
434,1597136534,02:14,149,19892,24749
435,1597136535,02:15,228,20016,24873
436,1597136536,02:16,803,20660,24940
437,1597136537,02:17,-952,19145,24940
438,1597136538,02:18,-54,19758,24660
439,1597136539,02:19,246,20042,24660
440,1597136540,02:20,277,20146,24660
441,1597136541,02:21,-1018,18935,24859
442,1597136542,02:22,-278,19369,24859
443,1597136543,02:23,1276,20840,24757
444,1597136544,02:24,-144,19803,24757
445,1597136545,02:25,324,20227,24833
446,1597136546,02:26,-179,19822,24859
447,1597136547,02:27,9,19956,24940
448,1597136548,02:28,-1059,18891,25038
449,1597136549,02:29,311,19943,24914
450,1597136550,02:30,702,20427,24914
451,1597136551,02:31,238,20174,24857
452,1597136552,02:32,-537,19470,25022
453,1597136553,02:33,167,20013,25016
454,1597136554,02:34,499,20395,25016
455,1597136555,02:35,373,20419,25038
456,1597136556,02:36,-995,19163,25038
457,1597136557,02:37,391,20250,24959
458,1597136558,02:38,-634,19343,24959
459,1597136559,02:39,476,20262,24959
460,1597136560,02:40,-902,19027,25038
461,1597136561,02:41,960,20619,24591
462,1597136562,02:42,201,20148,24615
463,1597136563,02:43,-741,19266,24615
464,1597136564,02:44,93,19878,24507
465,1597136565,02:45,531,20343,24644
466,1597136566,02:46,-75,19897,24644
467,1597136567,02:47,104,20053,24762
468,1597136568,02:48,-655,19325,24822
469,1597136569,02:49,-426,19358,24822
470,1597136570,02:50,167,19823,24822
471,1597136571,02:51,5,19711,24828
472,1597136572,02:52,582,20290,24828
473,1597136573,02:53,-396,19486,24897
474,1597136574,02:54,620,20384,24897
475,1597136575,02:55,150,20100,24974
476,1597136576,02:56,-876,19119,24990
477,1597136577,02:57,709,20441,24869
478,1597136578,02:58,-432,19512,24990
479,1597136579,02:59,526,20341,24990
480,1597136580,03:00,1,19974,24990
481,1597136581,03:01,-409,19564,24896
482,1597136582,03:02,96,19946,24836
483,1597136583,03:03,151,20030,24836
484,1597136584,03:04,160,20084,24836
485,1597136585,03:05,-849,19123,24971
486,1597136586,03:06,356,20074,24836
487,1597136587,03:07,-218,19606,24836
488,1597136588,03:08,-1176,18583,24853
489,1597136589,03:09,97,19503,24853
490,1597136590,03:10,474,19909,24888
491,1597136591,03:11,784,20362,24888
492,1597136592,03:12,673,20486,24953
493,1597136593,03:13,206,20221,24953
494,1597136594,03:14,-1063,19013,25112
495,1597136595,03:15,568,20326,25112
496,1597136596,03:16,-1,19927,25151
497,1597136597,03:17,-564,19364,25151
498,1597136598,03:18,5,19763,25151
499,1597136599,03:19,169,19929,25080
500,1597136600,03:20,863,20674,24809
501,1597136601,03:21,-294,19776,24809
502,1597136602,03:22,710,20691,24809
503,1597136603,03:23,-660,19534,24846
504,1597136604,03:24,-1448,18548,24846
505,1597136605,03:25,319,19881,24809
506,1597136606,03:26,122,19780,24717
507,1597136607,03:27,590,20284,24735
508,1597136608,03:28,44,19915,24771
509,1597136609,03:29,-153,19731,24806
510,1597136610,03:30,-168,19671,24904
511,1597136611,03:31,-144,19644,24904
512,1597136612,03:32,192,19937,24781
513,1597136613,03:33,-93,19710,24667
514,1597136614,03:34,134,19909,24667
515,1597136615,03:35,158,19973,24703
516,1597136616,03:36,1104,20966,24720
517,1597136617,03:37,-510,19683,24801
518,1597136618,03:38,-397,19643,24744
519,1597136619,03:39,-499,19422,24729
520,1597136620,03:40,80,19852,24729
521,1597136621,03:41,129,19925,24725
522,1597136622,03:42,852,20686,24725
523,1597136623,03:43,-107,19983,24725
524,1597136624,03:44,-1007,19051,24731
525,1597136625,03:45,31,19787,24731
526,1597136626,03:46,423,20188,24750
527,1597136627,03:47,-661,19231,24805
528,1597136628,03:48,140,19834,24805
529,1597136629,03:49,612,20348,24838
530,1597136630,03:50,-442,19477,24838
531,1597136631,03:51,119,19906,24838
532,1597136632,03:52,659,20481,24858
533,1597136633,03:53,-10,20010,24892
534,1597136634,03:54,-673,19344,24885
535,1597136635,03:55,165,19980,24885
536,1597136636,03:56,1056,20921,24756
537,1597136637,03:57,-465,19716,24756
538,1597136638,03:58,-6917,13125,24696
539,1597136639,03:59,6695,24662,24696
540,1597136640,04:00,1678,21653,24696
541,1597136641,04:01,-239,20240,24696
542,1597136642,04:02,-175,20232,24709
543,1597136643,04:03,-318,20037,24709
544,1597136644,04:04,-1141,19118,24805
545,1597136645,04:05,-361,19556,24805
546,1597136646,04:06,-1010,18799,24984
547,1597136647,04:07,380,19886,24984
548,1597136648,04:08,274,19894,24984
549,1597136649,04:09,-41,19661,24984
550,1597136650,04:10,346,20035,24805
551,1597136651,04:11,652,20445,24764
552,1597136652,04:12,432,20421,24764
553,1597136653,04:13,-167,19951,24764
554,1597136654,04:14,-1011,19057,24849
555,1597136655,04:15,484,20249,24790
556,1597136656,04:16,-690,19220,24790
557,1597136657,04:17,-69,19634,24790
558,1597136658,04:18,868,20551,24828
559,1597136659,04:19,-777,19166,24876
560,1597136660,04:20,-481,19229,24876
561,1597136661,04:21,490,20056,24817
562,1597136662,04:22,-376,19337,24817
563,1597136663,04:23,1386,20986,24720
564,1597136664,04:24,209,20225,24720
565,1597136665,04:25,-815,19263,24720
566,1597136666,04:26,456,20290,24612
567,1597136667,04:27,-836,19135,24957
568,1597136668,04:28,530,20250,24861
569,1597136669,04:29,-973,18906,25083
570,1597136670,04:30,-48,19539,25083
571,1597136671,04:31,1051,20623,25083
572,1597136672,04:32,-690,19198,25136
573,1597136673,04:33,-19,19662,25136
574,1597136674,04:34,-93,19582,25136
575,1597136675,04:35,309,19956,24914
576,1597136676,04:36,634,20374,24708
577,1597136677,04:37,566,20496,24708
578,1597136678,04:38,120,20220,24767
579,1597136679,04:39,-554,19582,24767
580,1597136680,04:40,-63,19907,24767
581,1597136681,04:41,-471,19480,24767
582,1597136682,04:42,214,20023,24767
583,1597136683,04:43,-409,19465,24862
584,1597136684,04:44,1059,20810,24862
585,1597136685,04:45,-741,19328,25004
586,1597136686,04:46,-654,19192,25004
587,1597136687,04:47,-125,19525,25004
588,1597136688,04:48,722,20335,25004
589,1597136689,04:49,507,20336,24932
590,1597136690,04:50,126,20107,24924
591,1597136691,04:51,-266,19753,24924
592,1597136692,04:52,-219,19720,24864
593,1597136693,04:53,682,20556,24882
594,1597136694,04:54,-1405,18673,24942
595,1597136695,04:55,229,19886,24882
596,1597136696,04:56,807,20532,24803
597,1597136697,04:57,-823,19145,24882
598,1597136698,04:58,363,20084,24882
599,1597136699,04:59,-647,19183,24931
600,1597136700,05:00,340,19975,24931
601,1597136701,05:01,-78,19659,24931
602,1597136702,05:02,380,20094,24926
603,1597136703,05:03,-333,19495,24933
604,1597136704,05:04,52,19780,24933
605,1597136705,05:05,763,20507,24845
606,1597136706,05:06,783,20756,24933
607,1597136707,05:07,-1109,19099,25084
608,1597136708,05:08,-552,19323,25084
609,1597136709,05:09,52,19761,25002
610,1597136710,05:10,609,20334,24847
611,1597136711,05:11,520,20428,24657
612,1597136712,05:12,-383,19681,24884
613,1597136713,05:13,-694,19255,24884
614,1597136714,05:14,166,19906,24884
615,1597136715,05:15,96,19886,24884
616,1597136716,05:16,484,20303,24771
617,1597136717,05:17,148,20112,24744
618,1597136718,05:18,-272,19737,24702
619,1597136719,05:19,-336,19591,24702
620,1597136720,05:20,-463,19363,24702
621,1597136721,05:21,383,20070,24702
622,1597136722,05:22,372,20174,24708
623,1597136723,05:23,-709,19205,24750
624,1597136724,05:24,695,20396,24750
625,1597136725,05:25,-40,19870,24750
626,1597136726,05:26,-428,19470,24811
627,1597136727,05:27,476,20245,24811
628,1597136728,05:28,-27,19885,24845
629,1597136729,05:29,78,19982,24845
630,1597136730,05:30,124,20051,24905
631,1597136731,05:31,-677,19288,24966
632,1597136732,05:32,532,20293,24966
633,1597136733,05:33,150,20071,24966
634,1597136734,05:34,-375,19591,25032
635,1597136735,05:35,-1056,18798,24989
636,1597136736,05:36,569,20106,24989
637,1597136737,05:37,-199,19508,24989
638,1597136738,05:38,522,20170,24943
639,1597136739,05:39,78,19882,24804
640,1597136740,05:40,1465,21293,24620
641,1597136741,05:41,28,20295,24620
642,1597136742,05:42,-1234,19042,24620
643,1597136743,05:43,268,20173,24577
644,1597136744,05:44,-653,19333,24577
645,1597136745,05:45,1042,20832,24558
646,1597136746,05:46,262,20365,24575
647,1597136747,05:47,-996,19185,24733
648,1597136748,05:48,-198,19684,24707
649,1597136749,05:49,723,20546,24790
650,1597136750,05:50,-1172,18868,24790
651,1597136751,05:51,-31,19657,24790
652,1597136752,05:52,320,19999,24725
653,1597136753,05:53,538,20313,24725
654,1597136754,05:54,314,20250,24787
655,1597136755,05:55,611,20642,24787
656,1597136756,05:56,-1050,19164,24874
657,1597136757,05:57,440,20339,24787
658,1597136758,05:58,-575,19456,24787
659,1597136759,05:59,291,20149,24725
660,1597136760,06:00,-94,19852,24778
661,1597136761,06:01,28,19945,24778
662,1597136762,06:02,40,19966,24778
663,1597136763,06:03,422,20360,24778
664,1597136764,06:04,96,20160,24672
665,1597136765,06:05,-38,20055,24672
666,1597136766,06:06,-86,19996,24619
667,1597136767,06:07,362,20418,24619
668,1597136768,06:08,-542,19623,24619
669,1597136769,06:09,-201,19801,24619
670,1597136770,06:10,-48,19894,24619
671,1597136771,06:11,279,20206,24594
672,1597136772,06:12,-159,19852,24598
673,1597136773,06:13,348,20311,24598
674,1597136774,06:14,-122,19946,24598
675,1597136775,06:15,-70,19961,24598
676,1597136776,06:16,423,20433,24586
677,1597136777,06:17,-112,20025,24586
678,1597136778,06:18,-231,19872,24586
679,1597136779,06:19,741,20775,24586
680,1597136780,06:20,-826,19430,24619
681,1597136781,06:21,699,20708,24619
682,1597136782,06:22,-728,19490,24743
683,1597136783,06:23,-207,19793,24826
684,1597136784,06:24,-74,19864,24826
685,1597136785,06:25,1128,21044,24659
686,1597136786,06:26,-491,19763,24826
687,1597136787,06:27,-76,20031,24851
688,1597136788,06:28,-868,19216,24908
689,1597136789,06:29,-159,19665,24908
690,1597136790,06:30,-108,19668,24818
691,1597136791,06:31,901,20644,24818
692,1597136792,06:32,-80,19934,24787
693,1597136793,06:33,-233,19757,24787
694,1597136794,06:34,355,20275,24757
695,1597136795,06:35,739,20765,24757
696,1597136796,06:36,-754,19494,24806
697,1597136797,06:37,554,20576,24757
698,1597136798,06:38,-1069,19119,24757
699,1597136799,06:39,363,20230,24757
700,1597136800,06:40,-621,19355,24806
701,1597136801,06:41,567,20357,24806
702,1597136802,06:42,-20,19940,24870
703,1597136803,06:43,78,20032,24936
704,1597136804,06:44,389,20366,24936
705,1597136805,06:45,139,20233,24936
706,1597136806,06:46,-206,19930,24961
707,1597136807,06:47,-352,19722,24922
708,1597136808,06:48,-489,19479,24922
709,1597136809,06:49,349,20171,24922
