,__REALTIME_TIMESTAMP,UTC,Master Offset,Frequency,Path Delay
710,1597136810,06:50,155,20081,24922
711,1597136811,06:51,-97,19876,24867
712,1597136812,06:52,1135,21079,24867
713,1597136813,06:53,-553,19731,24881
714,1597136814,06:54,-59,20059,24864
715,1597136815,06:55,-1303,18798,24864
716,1597136816,06:56,-81,19629,24864
717,1597136817,06:57,995,20681,24832
718,1597136818,06:58,-576,19408,25071
719,1597136819,06:59,-158,19653,25071
720,1597136820,07:00,25,19789,25071
721,1597136821,07:01,622,20393,24873
722,1597136822,07:02,691,20649,24994
723,1597136823,07:03,102,20267,24994
724,1597136824,07:04,-81,20115,24994
725,1597136825,07:05,-174,19998,25052
726,1597136826,07:06,-560,19559,24968
727,1597136827,07:07,-518,19433,24910
728,1597136828,07:08,233,20029,24910
729,1597136829,07:09,159,20025,24880
730,1597136830,07:10,39,19953,24880
731,1597136831,07:11,163,20088,24894
732,1597136832,07:12,-310,19664,24894
733,1597136833,07:13,-208,19673,24826
734,1597136834,07:14,142,19961,24826
735,1597136835,07:15,385,20246,24741
736,1597136836,07:16,253,20230,24741
737,1597136837,07:17,-444,19609,24741
738,1597136838,07:18,779,20699,24691
739,1597136839,07:19,-470,19683,24765
740,1597136840,07:20,-527,19485,24691
741,1597136841,07:21,681,20535,24667
742,1597136842,07:22,101,20159,24667
743,1597136843,07:23,-323,19766,24901
744,1597136844,07:24,-1023,18969,24898
745,1597136845,07:25,391,20076,24898
746,1597136846,07:26,164,19966,24898
747,1597136847,07:27,1120,20971,24898
748,1597136848,07:28,-338,19849,24898
749,1597136849,07:29,653,20739,24778
750,1597136850,07:30,-1068,19214,24898
751,1597136851,07:31,147,20109,24898
752,1597136852,07:32,-6682,13324,24963
753,1597136853,07:33,6176,24177,24963
754,1597136854,07:34,1890,21744,24963
755,1597136855,07:35,650,21071,24963
756,1597136856,07:36,-1046,19570,24963
757,1597136857,07:37,-301,20001,24921
758,1597136858,07:38,-326,19886,25039
759,1597136859,07:39,-78,20036,25039
760,1597136860,07:40,-935,19156,25150
761,1597136861,07:41,5,19815,25039
762,1597136862,07:42,165,19977,24867
763,1597136863,07:43,950,20811,24867
764,1597136864,07:44,-170,19976,24867
765,1597136865,07:45,298,20393,24751
766,1597136866,07:46,193,20377,24775
767,1597136867,07:47,-274,19968,24775
768,1597136868,07:48,41,20201,24775
769,1597136869,07:49,-791,19381,24914
770,1597136870,07:50,-90,19845,24914
771,1597136871,07:51,-188,19720,24914
772,1597136872,07:52,394,20246,24914
773,1597136873,07:53,342,20312,25027
774,1597136874,07:54,-551,19522,25027
775,1597136875,07:55,496,20403,24887
776,1597136876,07:56,-24,20032,24887
777,1597136877,07:57,-63,19986,24865
778,1597136878,07:58,890,20920,24863
779,1597136879,07:59,-525,19772,24863
780,1597136880,08:00,-450,19689,24863
781,1597136881,08:01,-326,19678,24854
782,1597136882,08:02,149,20056,24927
783,1597136883,08:03,-435,19516,24927
784,1597136884,08:04,980,20801,24886
785,1597136885,08:05,-281,19834,24886
786,1597136886,08:06,394,20425,24882
787,1597136887,08:07,-761,19388,24886
788,1597136888,08:08,126,20046,24886
789,1597136889,08:09,-84,19874,24886
790,1597136890,08:10,50,19983,24882
791,1597136891,08:11,338,20286,24882
792,1597136892,08:12,599,20648,24882
793,1597136893,08:13,-786,19443,24886
794,1597136894,08:14,626,20619,24886
795,1597136895,08:15,-668,19513,24886
796,1597136896,08:16,-383,19598,24886
797,1597136897,08:17,498,20364,24886
798,1597136898,08:18,-271,19744,24995
799,1597136899,08:19,-268,19666,24869
800,1597136900,08:20,-220,19634,24869
801,1597136901,08:21,65,19853,24826
802,1597136902,08:22,1272,21079,24735
803,1597136903,08:23,-951,19238,24735
804,1597136904,08:24,500,20403,24731
805,1597136905,08:25,-417,19636,24731
806,1597136906,08:26,-81,19847,24710
807,1597136907,08:27,149,20053,24774
808,1597136908,08:28,-750,19199,24854
809,1597136909,08:29,-577,19147,24854
810,1597136910,08:30,751,20302,24735
811,1597136911,08:31,84,19860,24934
812,1597136912,08:32,-1236,18565,24934
813,1597136913,08:33,662,20092,24815
814,1597136914,08:34,133,19762,24836
815,1597136915,08:35,22,19691,24836
816,1597136916,08:36,-876,18799,24849
817,1597136917,08:37,-332,19081,24849
818,1597136918,08:38,136,19449,24832
819,1597136919,08:39,466,19820,24570
820,1597136920,08:40,994,20488,24570
821,1597136921,08:41,500,20292,24758
822,1597136922,08:42,-123,19819,24758
823,1597136923,08:43,-1147,18758,24942
824,1597136924,08:44,-247,19314,24942
825,1597136925,08:45,342,19829,24886
826,1597136926,08:46,338,19927,24886
827,1597136927,08:47,-171,19520,24903
828,1597136928,08:48,13,19652,24903
829,1597136929,08:49,506,20149,24903
830,1597136930,08:50,-394,19401,24903
831,1597136931,08:51,803,20480,24903
832,1597136932,08:52,-369,19549,24903
833,1597136933,08:53,-223,19584,24903
834,1597136934,08:54,-616,19124,24911
835,1597136935,08:55,-188,19367,24911
836,1597136936,08:56,1082,20581,24842
837,1597136937,08:57,-764,19060,24842
838,1597136938,08:58,-58,19536,24797
839,1597136939,08:59,-281,19296,24797
840,1597136940,09:00,366,19859,24699
841,1597136941,09:01,228,19830,24759
842,1597136942,09:02,147,19818,24625
843,1597136943,09:03,865,20580,24596
844,1597136944,09:04,-154,19820,24635
845,1597136945,09:05,-774,19154,24702
846,1597136946,09:06,-505,19191,24766
847,1597136947,09:07,-338,19207,24802
848,1597136948,09:08,418,19861,24802
849,1597136949,09:09,167,19736,24802
850,1597136950,09:10,735,20354,24728
851,1597136951,09:11,83,19922,24802
852,1597136952,09:12,-239,19625,24802
853,1597136953,09:13,-581,19211,24814
854,1597136954,09:14,1101,20719,24574
855,1597136955,09:15,-654,19294,24574
856,1597136956,09:16,-335,19417,24693
857,1597136957,09:17,467,20119,24633
858,1597136958,09:18,-225,19567,24633
859,1597136959,09:19,-318,19406,24676
860,1597136960,09:20,197,19826,24643
861,1597136961,09:21,589,20277,24643
862,1597136962,09:22,-396,19469,24719
863,1597136963,09:23,290,20036,24719
864,1597136964,09:24,299,20132,24797
865,1597136965,09:25,-917,19006,24797
866,1597136966,09:26,1240,20887,24745
867,1597136967,09:27,-267,19752,24813
868,1597136968,09:28,-564,19375,24813
869,1597136969,09:29,-568,19202,24985
870,1597136970,09:30,192,19792,24870
871,1597136971,09:31,673,20330,24897
872,1597136972,09:32,-344,19515,24897
873,1597136973,09:33,124,19880,24830
874,1597136974,09:34,992,20785,24678
875,1597136975,09:35,-870,19221,24803
876,1597136976,09:36,-276,19554,24803
877,1597136977,09:37,-42,19705,24678
878,1597136978,09:38,454,20188,24591
879,1597136979,09:39,-245,19626,24661
880,1597136980,09:40,-227,19570,24808
881,1597136981,09:41,457,20186,24758
882,1597136982,09:42,-72,19794,24758
883,1597136983,09:43,-264,19581,24758
884,1597136984,09:44,-1101,18664,24879
885,1597136985,09:45,-47,19388,24879
886,1597136986,09:46,553,19974,24879
887,1597136987,09:47,877,20464,24888
888,1597136988,09:48,642,20492,24933
889,1597136989,09:49,-55,19988,24933
890,1597136990,09:50,526,20552,24933
891,1597136991,09:51,-731,19453,24933
892,1597136992,09:52,-460,19505,24933
893,1597136993,09:53,624,20451,24864
894,1597136994,09:54,426,20440,24864
895,1597136995,09:55,-484,19658,24933
896,1597136996,09:56,-911,19085,24997
897,1597136997,09:57,-375,19348,24870
898,1597136998,09:58,652,20263,24870
899,1597136999,09:59,438,20244,25024
900,1597137000,10:00,102,20040,25024
901,1597137001,10:01,-773,19195,25063
902,1597137002,10:02,347,20083,24876
903,1597137003,10:03,-633,19207,24876
904,1597137004,10:04,-10,19640,24722
905,1597137005,10:05,843,20490,24675
906,1597137006,10:06,63,19963,25127
907,1597137007,10:07,-718,19201,25127
908,1597137008,10:08,306,20010,24991
909,1597137009,10:09,583,20379,24879
910,1597137010,10:10,444,20415,24879
911,1597137011,10:11,-241,19863,25107
912,1597137012,10:12,-105,19926,25107
913,1597137013,10:13,-625,19375,25073
914,1597137014,10:14,-198,19614,25073
915,1597137015,10:15,124,19877,24924
916,1597137016,10:16,397,20187,24821
917,1597137017,10:17,-90,19819,24821
918,1597137018,10:18,246,20128,24821
919,1597137019,10:19,-662,19294,24821
920,1597137020,10:20,702,20460,24811
921,1597137021,10:21,-222,19746,24811
922,1597137022,10:22,126,20028,24784
923,1597137023,10:23,196,20135,24784
924,1597137024,10:24,-1206,18792,24784
925,1597137025,10:25,597,20233,24784
926,1597137026,10:26,-289,19526,24784
927,1597137027,10:27,324,20053,24769
928,1597137028,10:28,87,19913,24793
929,1597137029,10:29,716,20568,24846
930,1597137030,10:30,-1086,18981,24924
931,1597137031,10:31,791,20532,24831
932,1597137032,10:32,-113,19865,24831
933,1597137033,10:33,-922,19022,24924
934,1597137034,10:34,324,19992,24924
935,1597137035,10:35,591,20356,24831
936,1597137036,10:36,-32,19910,24866
937,1597137037,10:37,60,19993,24866
938,1597137038,10:38,1224,21175,24675
939,1597137039,10:39,2,20320,24675
940,1597137040,10:40,-722,19597,24675
941,1597137041,10:41,-717,19385,24808
942,1597137042,10:42,-844,19043,24911
943,1597137043,10:43,-90,19544,24694
944,1597137044,10:44,221,19828,24648
945,1597137045,10:45,357,20030,24648
946,1597137046,10:46,494,20274,24700
947,1597137047,10:47,-122,19806,24861
948,1597137048,10:48,-1031,18861,24982
949,1597137049,10:49,879,20461,24861
950,1597137050,10:50,1063,20909,24776
951,1597137051,10:51,-828,19337,24830
952,1597137052,10:52,-148,19769,24830
953,1597137053,10:53,447,20319,24830
954,1597137054,10:54,-480,19526,24924
955,1597137055,10:55,-3342,16520,24924
956,1597137056,10:56,4577,23437,24689
957,1597137057,10:57,195,20428,24689
958,1597137058,10:58,236,20527,24640
959,1597137059,10:59,-457,19905,24640
960,1597137060,11:00,-240,19985,24619
961,1597137061,11:01,-643,19510,24619
962,1597137062,11:02,-6600,13360,24619
963,1597137063,11:03,6998,24978,24619
964,1597137064,11:04,1411,21490,24619
965,1597137065,11:05,-438,20065,24667
966,1597137066,11:06,-853,19518,24667
967,1597137067,11:07,-296,19819,24684
968,1597137068,11:08,-7,20020,24684
969,1597137069,11:09,-676,19349,24743
970,1597137070,11:10,-143,19679,24684
971,1597137071,11:11,185,19964,24684
972,1597137072,11:12,121,19955,24667
973,1597137073,11:13,280,20151,24667
974,1597137074,11:14,195,20150,24667
975,1597137075,11:15,377,20390,24688
976,1597137076,11:16,-687,19439,24910
977,1597137077,11:17,-227,19693,24910
978,1597137078,11:18,318,20170,24936
979,1597137079,11:19,-650,19297,24955
980,1597137080,11:20,332,20084,24955
981,1597137081,11:21,132,19984,24992
982,1597137082,11:22,455,20347,25013
983,1597137083,11:23,79,20107,25013
984,1597137084,11:24,-1017,19035,25022
985,1597137085,11:25,50,19797,24989
986,1597137086,11:26,289,20051,24989
987,1597137087,11:27,-83,19765,24968
988,1597137088,11:28,147,19971,24923
989,1597137089,11:29,1232,21100,24796
990,1597137090,11:30,-530,19707,24923
991,1597137091,11:31,-213,19865,24989
992,1597137092,11:32,-856,19158,24989
993,1597137093,11:33,150,19908,24796
994,1597137094,11:34,53,19856,24734
995,1597137095,11:35,620,20438,24689
996,1597137096,11:36,-4,20000,24734
997,1597137097,11:37,2,20005,24677
998,1597137098,11:38,1225,21229,24677
999,1597137099,11:39,-1371,19000,24721
1000,1597137100,11:40,246,20206,24721
1001,1597137101,11:41,332,20366,24756
1002,1597137102,11:42,66,20199,24819
1003,1597137103,11:43,-1418,18735,24885
1004,1597137104,11:44,-16,19712,24885
1005,1597137105,11:45,-6757,12966,24833
1006,1597137106,11:46,7209,24905,24833
1007,1597137107,11:47,1526,21385,25002
1008,1597137108,11:48,332,20648,25079
1009,1597137109,11:49,79,20495,25079
1010,1597137110,11:50,-608,19832,25090
1011,1597137111,11:51,-93,20164,25063
1012,1597137112,11:52,-511,19718,25098
1013,1597137113,11:53,-855,19221,25098
1014,1597137114,11:54,420,20240,25063
1015,1597137115,11:55,-862,19084,25063
1016,1597137116,11:56,-133,19554,25045
1017,1597137117,11:57,-32,19615,25045
1018,1597137118,11:58,671,20309,24928
1019,1597137119,11:59,108,19947,24969
1020,1597137120,12:00,508,20379,24969
1021,1597137121,12:01,-285,19739,24969
1022,1597137122,12:02,535,20473,24969
1023,1597137123,12:03,-625,19474,24969
1024,1597137124,12:04,-65,19846,24853
1025,1597137125,12:05,530,20422,24881
1026,1597137126,12:06,-176,19875,24881
1027,1597137127,12:07,-150,19848,24811
1028,1597137128,12:08,725,20678,24772
1029,1597137129,12:09,-940,19230,24772
1030,1597137130,12:10,-55,19833,24744
1031,1597137131,12:11,-101,19771,24707
1032,1597137132,12:12,445,20287,24707
1033,1597137133,12:13,-155,19820,24772
1034,1597137134,12:14,148,20077,24794
1035,1597137135,12:15,-272,19701,24794
1036,1597137136,12:16,-124,19767,24794
1037,1597137137,12:17,291,20145,24816
1038,1597137138,12:18,-748,19193,24923
1039,1597137139,12:19,-184,19533,24923
1040,1597137140,12:20,-94,19568,24923
1041,1597137141,12:21,441,20075,24923
1042,1597137142,12:22,269,20035,24945
1043,1597137143,12:23,-585,19262,24945
1044,1597137144,12:24,-261,19410,24945
1045,1597137145,12:25,378,19971,24945
1046,1597137146,12:26,1107,20813,24667
1047,1597137147,12:27,32,20070,24782
1048,1597137148,12:28,232,20280,24782
1049,1597137149,12:29,-145,19973,25000
1050,1597137150,12:30,-500,19574,25000
1051,1597137151,12:31,-53,19871,24930
1052,1597137152,12:32,-317,19591,24986
1053,1597137153,12:33,-519,19294,24986
1054,1597137154,12:34,355,20012,24930
1055,1597137155,12:35,895,20659,24929
1056,1597137156,12:36,318,20350,24929
1057,1597137157,12:37,-748,19380,24929
1058,1597137158,12:38,-182,19721,24895
1059,1597137159,12:39,70,19919,24895
1060,1597137160,12:40,140,20010,24854
1061,1597137161,12:41,714,20626,24854
1062,1597137162,12:42,-463,19663,24854
1063,1597137163,12:43,-535,19452,24854
1064,1597137164,12:44,490,20317,24803
1065,1597137165,12:45,-209,19765,24803
1066,1597137166,12:46,988,20899,24768
1067,1597137167,12:47,-79,20128,24768
1068,1597137168,12:48,-1137,19047,24886
1069,1597137169,12:49,-737,19105,24886
1070,1597137170,12:50,-175,19446,24851
1071,1597137171,12:51,647,20216,24851
1072,1597137172,12:52,897,20660,24851
1073,1597137173,12:53,-310,19722,25013
1074,1597137174,12:54,-552,19387,24999
1075,1597137175,12:55,20,19793,24999
1076,1597137176,12:56,394,20173,24999
1077,1597137177,12:57,-1,19897,24826
1078,1597137178,12:58,530,20427,24826
1079,1597137179,12:59,-54,20002,24850
1080,1597137180,13:00,464,20504,24850
1081,1597137181,13:01,-558,19621,24920
1082,1597137182,13:02,-143,19869,24850
1083,1597137183,13:03,-168,19801,24826
1084,1597137184,13:04,212,20131,24826
1085,1597137185,13:05,-283,19699,24867
1086,1597137186,13:06,-168,19729,24853
1087,1597137187,13:07,130,19977,24817
1088,1597137188,13:08,208,20094,24813
1089,1597137189,13:09,-94,19854,24813
1090,1597137190,13:10,339,20259,24832
1091,1597137191,13:11,-316,19706,24832
1092,1597137192,13:12,-433,19494,24832
1093,1597137193,13:13,701,20498,24576
1094,1597137194,13:14,156,20163,24784
1095,1597137195,13:15,-343,19711,24784
1096,1597137196,13:16,276,20227,24784
1097,1597137197,13:17,-450,19584,24784
1098,1597137198,13:18,70,19969,24742
1099,1597137199,13:19,225,20145,24742
1100,1597137200,13:20,-310,19678,24812
1101,1597137201,13:21,426,20321,24812
1102,1597137202,13:22,342,20364,24812
1103,1597137203,13:23,-192,19933,24890
1104,1597137204,13:24,-741,19326,24890
1105,1597137205,13:25,191,20036,24812
1106,1597137206,13:26,279,20181,24816
1107,1597137207,13:27,-113,19873,24816
1108,1597137208,13:28,-761,19191,24882
1109,1597137209,13:29,748,20472,24782
1110,1597137210,13:30,-232,19716,24782
1111,1597137211,13:31,193,20072,24782
1112,1597137212,13:32,109,20046,24782
1113,1597137213,13:33,-802,19167,24782
1114,1597137214,13:34,701,20430,24833
1115,1597137215,13:35,396,20335,24833
1116,1597137216,13:36,-801,19257,24833
1117,1597137217,13:37,-221,19597,24833
1118,1597137218,13:38,701,20452,24802
1119,1597137219,13:39,491,20453,24802
1120,1597137220,13:40,-169,19940,24995
1121,1597137221,13:41,-922,19136,25114
1122,1597137222,13:42,-185,19597,25067
1123,1597137223,13:43,183,19909,25067
1124,1597137224,13:44,587,20368,24959
1125,1597137225,13:45,93,20050,24959
1126,1597137226,13:46,-88,19897,24917
1127,1597137227,13:47,-252,19707,24917
1128,1597137228,13:48,-345,19538,24953
1129,1597137229,13:49,1009,20788,24831
1130,1597137230,13:50,-616,19466,24831
1131,1597137231,13:51,146,20043,24622
1132,1597137232,13:52,-251,19690,24724
1133,1597137233,13:53,-181,19685,24724
1134,1597137234,13:54,292,20104,24744
1135,1597137235,13:55,-103,19796,24744
1136,1597137236,13:56,3,19871,24744
1137,1597137237,13:57,197,20066,24700
1138,1597137238,13:58,-264,19664,24744
1139,1597137239,13:59,-61,19788,24594
1140,1597137240,14:00,593,20424,24678
1141,1597137241,14:01,-347,19662,24748
1142,1597137242,14:02,-291,19614,24818
1143,1597137243,14:03,389,20206,24791
1144,1597137244,14:04,-31,19903,24791
1145,1597137245,14:05,-164,19761,24791
1146,1597137246,14:06,127,20002,24816
1147,1597137247,14:07,339,20253,24816
1148,1597137248,14:08,576,20591,24811
1149,1597137249,14:09,-797,19391,24811
1150,1597137250,14:10,-351,19598,24811
1151,1597137251,14:11,-161,19683,24794
1152,1597137252,14:12,-55,19740,24794
1153,1597137253,14:13,891,20670,24794
1154,1597137254,14:14,26,20072,24794
1155,1597137255,14:15,-922,19132,24794
1156,1597137256,14:16,-349,19428,24734
1157,1597137257,14:17,328,20001,24734
1158,1597137258,14:18,1047,20818,24661
1159,1597137259,14:19,-125,19960,24661
1160,1597137260,14:20,644,20692,24661
1161,1597137261,14:21,-504,19737,24728
1162,1597137262,14:22,-416,19674,24728
1163,1597137263,14:23,-555,19410,24728
1164,1597137264,14:24,372,20170,24728
1165,1597137265,14:25,-238,19672,24783
1166,1597137266,14:26,22,19861,24783
1167,1597137267,14:27,364,20209,24789
1168,1597137268,14:28,-220,19734,24789
1169,1597137269,14:29,247,20135,24742
1170,1597137270,14:30,-76,19886,24742
1171,1597137271,14:31,-199,19741,24742
1172,1597137272,14:32,768,20648,24699
1173,1597137273,14:33,-540,19570,24699
1174,1597137274,14:34,-709,19239,24727
1175,1597137275,14:35,383,20119,24727
1176,1597137276,14:36,-154,19697,24814
1177,1597137277,14:37,-88,19716,24819
1178,1597137278,14:38,813,20591,24732
1179,1597137279,14:39,-795,19227,24732
1180,1597137280,14:40,28,19811,24650
1181,1597137281,14:41,905,20697,24650
1182,1597137282,14:42,-573,19490,24716
1183,1597137283,14:43,306,20197,24716
1184,1597137284,14:44,378,20361,24716
1185,1597137285,14:45,-513,19584,24716
1186,1597137286,14:46,-431,19512,24680
1187,1597137287,14:47,343,20156,24680
1188,1597137288,14:48,415,20331,24680
1189,1597137289,14:49,-461,19580,24680
1190,1597137290,14:50,-82,19820,24666
1191,1597137291,14:51,864,20742,24666
1192,1597137292,14:52,-17,20120,24666
1193,1597137293,14:53,-1350,18782,24854
1194,1597137294,14:54,-9,19718,24666
1195,1597137295,14:55,198,19922,24697
1196,1597137296,14:56,598,20382,24697
1197,1597137297,14:57,-55,19908,24736
1198,1597137298,14:58,205,20152,24736
1199,1597137299,14:59,-169,19839,24736
1200,1597137300,15:00,968,20925,24736
1201,1597137301,15:01,57,20305,24736
1202,1597137302,15:02,-912,19353,24736
1203,1597137303,15:03,474,20465,24749
1204,1597137304,15:04,-1005,19128,24859
1205,1597137305,15:05,191,20023,24859
1206,1597137306,15:06,-365,19524,24859
1207,1597137307,15:07,208,19988,24821
1208,1597137308,15:08,302,20144,24821
1209,1597137309,15:09,378,20311,24767
1210,1597137310,15:10,197,20243,24767
1211,1597137311,15:11,-941,19164,24936
1212,1597137312,15:12,-239,19584,24936
1213,1597137313,15:13,-18,19733,24936
1214,1597137314,15:14,661,20407,24916
1215,1597137315,15:15,130,20074,24916
1216,1597137316,15:16,-923,19060,25068
1217,1597137317,15:17,-285,19421,25068
1218,1597137318,15:18,1393,21014,25048
1219,1597137319,15:19,-644,19395,25048
1220,1597137320,15:20,741,20586,24954
1221,1597137321,15:21,-51,20017,24954
1222,1597137322,15:22,-673,19379,25007
1223,1597137323,15:23,7,19858,24950
1224,1597137324,15:24,804,20657,24950
1225,1597137325,15:25,-238,19856,24950
1226,1597137326,15:26,-539,19483,24837
1227,1597137327,15:27,467,20328,24764
1228,1597137328,15:28,-238,19763,24764
1229,1597137329,15:29,-210,19719,24768
1230,1597137330,15:30,83,19949,24768
1231,1597137331,15:31,1102,20993,24729
1232,1597137332,15:32,-323,19899,24729
1233,1597137333,15:33,-295,19830,24698
1234,1597137334,15:34,-93,19944,24729
1235,1597137335,15:35,185,20194,24698
1236,1597137336,15:36,66,20130,24698
1237,1597137337,15:37,-495,19589,24725
1238,1597137338,15:38,-827,19108,24798
1239,1597137339,15:39,308,19995,24720
1240,1597137340,15:40,349,20129,24720
1241,1597137341,15:41,47,19931,24720
1242,1597137342,15:42,502,20401,24720
1243,1597137343,15:43,303,20352,24720
1244,1597137344,15:44,165,20305,24747
1245,1597137345,15:45,-269,19921,24852
1246,1597137346,15:46,-524,19585,24852
1247,1597137347,15:47,-272,19680,24707
1248,1597137348,15:48,-372,19498,24707
1249,1597137349,15:49,1125,20883,24640
1250,1597137350,15:50,62,20158,24741
1251,1597137351,15:51,-7091,13024,24852
1252,1597137352,15:52,6065,24052,24803
1253,1597137353,15:53,1798,21605,24941
1254,1597137354,15:54,-256,20090,24995
1255,1597137355,15:55,-500,19769,24995
1256,1597137356,15:56,196,20315,24962
1257,1597137357,15:57,-430,19748,24962
1258,1597137358,15:58,-267,19782,24853
1259,1597137359,15:59,-197,19772,24853
1260,1597137360,16:00,150,20060,24853
1261,1597137361,16:01,-127,19828,24768
1262,1597137362,16:02,-41,19876,24768
1263,1597137363,16:03,814,20719,24768
1264,1597137364,16:04,-656,19493,24768
1265,1597137365,16:05,348,20300,24768
1266,1597137366,16:06,-184,19872,24834
1267,1597137367,16:07,-89,19912,24867
1268,1597137368,16:08,205,20179,24867
1269,1597137369,16:09,-470,19566,24944
1270,1597137370,16:10,-334,19561,24946
1271,1597137371,16:11,-253,19542,24957
1272,1597137372,16:12,660,20379,24799
1273,1597137373,16:13,-153,19764,24799
1274,1597137374,16:14,1258,21129,24738
1275,1597137375,16:15,-1070,19178,24801
1276,1597137376,16:16,-570,19357,24759
1277,1597137377,16:17,358,20114,24723
1278,1597137378,16:18,313,20177,24723
1279,1597137379,16:19,-499,19459,24775
1280,1597137380,16:20,675,20483,24775
1281,1597137381,16:21,430,20440,24835
1282,1597137382,16:22,-195,19944,24803
1283,1597137383,16:23,-489,19592,24803
1284,1597137384,16:24,104,20038,24803
1285,1597137385,16:25,-65,19900,24788
1286,1597137386,16:26,-218,19728,24788
1287,1597137387,16:27,421,20302,24767
1288,1597137388,16:28,-220,19787,24788
1289,1597137389,16:29,694,20635,24767
1290,1597137390,16:30,-778,19371,24767
1291,1597137391,16:31,420,20336,24767
1292,1597137392,16:32,-194,19848,24767
1293,1597137393,16:33,-361,19622,24819
1294,1597137394,16:34,-111,19764,24857
1295,1597137395,16:35,-5,19837,24848
1296,1597137396,16:36,216,20056,24821
1297,1597137397,16:37,760,20665,24848
1298,1597137398,16:38,-1009,19124,24848
1299,1597137399,16:39,-401,19429,24821
1300,1597137400,16:40,1159,20869,24821
1301,1597137401,16:41,151,20209,24821
1302,1597137402,16:42,-863,19240,24821
1303,1597137403,16:43,-70,19774,24800
1304,1597137404,16:44,567,20390,24800
1305,1597137405,16:45,-233,19760,24830
1306,1597137406,16:46,748,20671,24746
1307,1597137407,16:47,-557,19591,24923
1308,1597137408,16:48,-694,19287,24903
1309,1597137409,16:49,-86,19687,24903
1310,1597137410,16:50,224,19971,24730
1311,1597137411,16:51,1453,21267,24730
1312,1597137412,16:52,-277,19973,24730
1313,1597137413,16:53,-421,19746,24730
1314,1597137414,16:54,-225,19815,24704
1315,1597137415,16:55,119,20092,24570
1316,1597137416,16:56,-9,20000,24570
1317,1597137417,16:57,175,20181,24570
1318,1597137418,16:58,-600,19458,24570
1319,1597137419,16:59,189,20067,24570
1320,1597137420,17:00,700,20635,24570
1321,1597137421,17:01,-649,19496,24652
1322,1597137422,17:02,-372,19578,24703
1323,1597137423,17:03,-25,19814,24703
1324,1597137424,17:04,1081,20912,24737
1325,1597137425,17:05,-643,19513,24792
1326,1597137426,17:06,108,20071,24792
1327,1597137427,17:07,-359,19636,24859
1328,1597137428,17:08,693,20580,24859
1329,1597137429,17:09,-1015,19080,24859
1330,1597137430,17:10,395,20186,24859
1331,1597137431,17:11,-814,19095,24884
1332,1597137432,17:12,385,20050,24884
1333,1597137433,17:13,789,20570,24884
1334,1597137434,17:14,-919,19098,25121
1335,1597137435,17:15,-296,19446,24766
1336,1597137436,17:16,294,19947,24766
1337,1597137437,17:17,741,20482,24766
1338,1597137438,17:18,758,20721,24766
1339,1597137439,17:19,-454,19737,24817
1340,1597137440,17:20,472,20527,24777
1341,1597137441,17:21,-713,19483,24777
1342,1597137442,17:22,-550,19432,24777
1343,1597137443,17:23,723,20540,24759
1344,1597137444,17:24,-236,19798,24864
1345,1597137445,17:25,-99,19864,24796
1346,1597137446,17:26,-138,19796,24878
1347,1597137447,17:27,372,20264,24864
1348,1597137448,17:28,-316,19688,24864
1349,1597137449,17:29,247,20156,24773
1350,1597137450,17:30,-385,19598,24864
1351,1597137451,17:31,162,20030,24864
1352,1597137452,17:32,551,20467,24864
1353,1597137453,17:33,-554,19528,24864
1354,1597137454,17:34,77,19992,24864
1355,1597137455,17:35,164,20102,24823
1356,1597137456,17:36,-203,19785,24864
1357,1597137457,17:37,644,20571,24832
1358,1597137458,17:38,-579,19541,24833
1359,1597137459,17:39,340,20286,24850
1360,1597137460,17:40,-474,19574,24850
1361,1597137461,17:41,-443,19463,24850
1362,1597137462,17:42,148,19921,24850
1363,1597137463,17:43,978,20796,24808
1364,1597137464,17:44,-214,19897,24808
1365,1597137465,17:45,-153,19894,24808
1366,1597137466,17:46,625,20626,24808
1367,1597137467,17:47,-760,19428,24850
1368,1597137468,17:48,88,20048,24781
1369,1597137469,17:49,87,20074,24781
1370,1597137470,17:50,-567,19446,24781
1371,1597137471,17:51,321,20164,24656
1372,1597137472,17:52,-201,19738,24656
1373,1597137473,17:53,-2,19877,24656
1374,1597137474,17:54,538,20416,24631
1375,1597137475,17:55,542,20582,24631
1376,1597137476,17:56,-1075,19127,24797
1377,1597137477,17:57,-178,19702,24772
1378,1597137478,17:58,23,19849,24772
1379,1597137479,17:59,318,20151,24635
1380,1597137480,18:00,301,20230,24635
1381,1597137481,18:01,-284,19735,24674
1382,1597137482,18:02,16,19950,24674
1383,1597137483,18:03,738,20676,24674
1384,1597137484,18:04,-508,19652,24674
1385,1597137485,18:05,-481,19526,24674
1386,1597137486,18:06,-115,19748,24701
1387,1597137487,18:07,215,20044,24701
1388,1597137488,18:08,326,20219,24674
1389,1597137489,18:09,-173,19818,24674
1390,1597137490,18:10,40,19979,24674
1391,1597137491,18:11,188,20139,24701
1392,1597137492,18:12,-350,19657,24728
1393,1597137493,18:13,-73,19829,24776
1394,1597137494,18:14,30,19911,24776
1395,1597137495,18:15,83,19973,24776
1396,1597137496,18:16,697,20611,24776
1397,1597137497,18:17,-486,19638,24809
1398,1597137498,18:18,-404,19574,24836
1399,1597137499,18:19,100,19957,24854
1400,1597137500,18:20,524,20411,24854
1401,1597137501,18:21,-69,19975,24854
