,__REALTIME_TIMESTAMP,UTC,Master Offset,Frequency,Path Delay
156,1596444328,45:28,-174,19759,24895
157,1596444329,45:29,-57,19823,24895
158,1596444330,45:30,127,19990,24849
159,1596444331,45:31,810,20711,24790
160,1596444332,45:32,-536,19608,24834
161,1596444333,45:33,301,20285,24834
162,1596444334,45:34,-532,19542,24834
163,1596444335,45:35,-736,19178,24818
164,1596444336,45:36,97,19790,24752
165,1596444337,45:37,242,19965,24752
166,1596444338,45:38,252,20047,24818
167,1596444339,45:39,363,20234,24818
168,1596444340,45:40,256,20236,24818
169,1596444341,45:41,-893,19163,24862
170,1596444342,45:42,474,20263,24862
171,1596444343,45:43,-76,19855,24862
172,1596444344,45:44,-583,19325,24899
173,1596444345,45:45,1097,20830,24861
174,1596444346,45:46,-357,19705,24956
175,1596444347,45:47,-642,19313,25005
176,1596444348,45:48,-29,19733,25005
177,1596444349,45:49,-23,19731,24956
178,1596444350,45:50,318,20065,24956
179,1596444351,45:51,349,20191,24856
180,1596444352,45:52,-601,19346,24931
181,1596444353,45:53,492,20259,24856
182,1596444354,45:54,538,20452,25011
183,1596444355,45:55,216,20292,25011
184,1596444356,45:56,-863,19277,25010
185,1596444357,45:57,-71,19811,24856
186,1596444358,45:58,-128,19732,24856
187,1596444359,45:59,159,19981,24849
188,1596444360,46:00,309,20179,24849
189,1596444361,46:01,-504,19458,24892
190,1596444362,46:02,630,20441,24892
191,1596444363,46:03,176,20176,24892
192,1596444364,46:04,-350,19703,24826
193,1596444365,46:05,-91,19857,24826
194,1596444366,46:06,-30,19891,24776
195,1596444367,46:07,90,20002,24776
196,1596444368,46:08,1126,21065,24725
197,1596444369,46:09,-1078,19198,24744
198,1596444370,46:10,-214,19739,24744
199,1596444371,46:11,122,20011,24725
200,1596444372,46:12,200,20125,24705
201,1596444373,46:13,258,20243,24705
202,1596444374,46:14,-481,19582,24725
203,1596444375,46:15,-272,19646,24725
204,1596444376,46:16,181,20018,24723
205,1596444377,46:17,60,19951,24733
206,1596444378,46:18,176,20085,24948
207,1596444379,46:19,-210,19752,25031
208,1596444380,46:20,-481,19418,25031
209,1596444381,46:21,778,20533,24948
210,1596444382,46:22,-493,19495,24948
211,1596444383,46:23,-181,19659,24984
212,1596444384,46:24,-47,19739,24950
213,1596444385,46:25,201,19973,24914
214,1596444386,46:26,345,20177,24914
215,1596444387,46:27,-164,19772,24914
216,1596444388,46:28,-105,19781,24871
217,1596444389,46:29,527,20382,24871
218,1596444390,46:30,618,20631,24871
219,1596444391,46:31,-401,19797,24871
220,1596444392,46:32,-580,19498,24856
221,1596444393,46:33,-441,19463,24856
222,1596444394,46:34,622,20394,24813
223,1596444395,46:35,278,20236,24813
224,1596444396,46:36,529,20571,24892
225,1596444397,46:37,-230,19970,24892
226,1596444398,46:38,-823,19308,24881
227,1596444399,46:39,47,19932,24886
228,1596444400,46:40,504,20403,24923
229,1596444401,46:41,251,20301,24923
230,1596444402,46:42,-827,19298,24946
231,1596444403,46:43,373,20250,24935
232,1596444404,46:44,-726,19263,24935
233,1596444405,46:45,616,20387,24886
234,1596444406,46:46,-494,19462,24905
235,1596444407,46:47,264,20072,24879
236,1596444408,46:48,131,20018,24879
237,1596444409,46:49,172,20098,24829
238,1596444410,46:50,36,20014,24817
239,1596444411,46:51,-192,19797,24817
240,1596444412,46:52,647,20578,24752
241,1596444413,46:53,-604,19521,24752
242,1596444414,46:54,22,19966,24694
243,1596444415,46:55,980,20931,24694
244,1596444416,46:56,-313,19932,24694
245,1596444417,46:57,-461,19690,24694
246,1596444418,46:58,-275,19737,24694
247,1596444419,46:59,-241,19689,24808
248,1596444420,47:00,-164,19694,24792
249,1596444421,47:01,383,20191,24792
250,1596444422,47:02,-356,19567,24856
251,1596444423,47:03,322,20138,24856
252,1596444424,47:04,-902,19011,24884
253,1596444425,47:05,740,20382,24884
254,1596444426,47:06,721,20585,24920
255,1596444427,47:07,-664,19417,24920
256,1596444428,47:08,-370,19512,24920
257,1596444429,47:09,352,20123,24868
258,1596444430,47:10,189,20065,24890
259,1596444431,47:11,-406,19527,24804
260,1596444432,47:12,976,20787,24737
261,1596444433,47:13,-117,19987,24836
262,1596444434,47:14,-104,19965,24836
263,1596444435,47:15,609,20647,24876
264,1596444436,47:16,-601,19619,24920
265,1596444437,47:17,-891,19149,24920
266,1596444438,47:18,-137,19636,24776
267,1596444439,47:19,-81,19651,24840
268,1596444440,47:20,229,19936,24775
269,1596444441,47:21,588,20364,24754
270,1596444442,47:22,494,20446,24754
271,1596444443,47:23,122,20223,24754
272,1596444444,47:24,-658,19479,24809
273,1596444445,47:25,86,20026,24809
274,1596444446,47:26,-457,19509,24789
275,1596444447,47:27,209,20037,24754
276,1596444448,47:28,40,19931,24754
277,1596444449,47:29,377,20280,24778
278,1596444450,47:30,-6891,13125,24778
279,1596444451,47:31,6939,24888,24778
280,1596444452,47:32,2020,22051,24778
281,1596444453,47:33,-521,20116,24778
282,1596444454,47:34,-287,20193,24779
283,1596444455,47:35,-1116,19278,24820
284,1596444456,47:36,-546,19513,24820
285,1596444457,47:37,370,20266,24836
286,1596444458,47:38,485,20492,24874
287,1596444459,47:39,-596,19556,24874
288,1596444460,47:40,84,20057,24872
289,1596444461,47:41,-724,19275,24872
290,1596444462,47:42,1073,20854,24872
291,1596444463,47:43,-193,19910,24874
292,1596444464,47:44,228,20273,24874
293,1596444465,47:45,-451,19663,24908
294,1596444466,47:46,-241,19737,24908
295,1596444467,47:47,-499,19407,24953
296,1596444468,47:48,136,19892,24906
297,1596444469,47:49,584,20381,24906
298,1596444470,47:50,-379,19593,24928
299,1596444471,47:51,-383,19476,24928
300,1596444472,47:52,307,20051,24860
301,1596444473,47:53,11,19847,24860
302,1596444474,47:54,786,20625,24811
303,1596444475,47:55,-618,19457,24811
304,1596444476,47:56,409,20299,24550
305,1596444477,47:57,952,20964,24550
306,1596444478,47:58,174,20472,24550
307,1596444479,47:59,-1225,19125,24711
308,1596444480,48:00,-591,19392,24768
309,1596444481,48:01,902,20707,24776
310,1596444482,48:02,-878,19198,24776
311,1596444483,48:03,-275,19538,24778
312,1596444484,48:04,-6759,12971,24763
313,1596444485,48:05,6937,24639,24732
314,1596444486,48:06,2500,22283,24732
315,1596444487,48:07,-188,20345,24732
316,1596444488,48:08,516,20993,24732
317,1596444489,48:09,-1223,19409,24732
318,1596444490,48:10,471,20736,24632
319,1596444491,48:11,-1428,18978,24632
320,1596444492,48:12,530,20508,24630
321,1596444493,48:13,-713,19424,24630
322,1596444494,48:14,362,20285,24630
323,1596444495,48:15,-758,19274,24703
324,1596444496,48:16,-28,19776,24664
325,1596444497,48:17,23,19819,24765
326,1596444498,48:18,80,19883,24664
327,1596444499,48:19,740,20567,24664
328,1596444500,48:20,64,20113,24664
329,1596444501,48:21,-619,19449,24765
330,1596444502,48:22,-250,19632,24765
331,1596444503,48:23,944,20751,24758
332,1596444504,48:24,-1022,19068,24827
333,1596444505,48:25,-145,19639,24730
334,1596444506,48:26,-335,19405,24820
335,1596444507,48:27,586,20226,24730
336,1596444508,48:28,533,20349,24730
337,1596444509,48:29,100,20075,24697
338,1596444510,48:30,-269,19736,24706
339,1596444511,48:31,946,20871,24706
340,1596444512,48:32,-1191,19018,24706
341,1596444513,48:33,182,20033,24680
342,1596444514,48:34,-138,19768,24706
343,1596444515,48:35,124,19988,24706
344,1596444516,48:36,6,19908,24769
345,1596444517,48:37,867,20770,24769
346,1596444518,48:38,-484,19680,24861
347,1596444519,48:39,-665,19353,24861
348,1596444520,48:40,934,20753,24754
349,1596444521,48:41,-362,19737,24754
350,1596444522,48:42,-218,19772,24754
351,1596444523,48:43,-289,19636,24754
352,1596444524,48:44,500,20338,24756
353,1596444525,48:45,-474,19514,24861
354,1596444526,48:46,549,20395,24825
355,1596444527,48:47,-272,19739,24825
356,1596444528,48:48,264,20193,24720
357,1596444529,48:49,-322,19686,24682
358,1596444530,48:50,29,19941,24679
359,1596444531,48:51,62,19983,24679
360,1596444532,48:52,475,20414,24660
361,1596444533,48:53,42,20124,24660
362,1596444534,48:54,-477,19617,24660
363,1596444535,48:55,624,20575,24660
364,1596444536,48:56,-37,20101,24716
365,1596444537,48:57,-1501,18626,24765
366,1596444538,48:58,54,19731,24716
367,1596444539,48:59,252,19945,24716
368,1596444540,49:00,-82,19687,24786
369,1596444541,49:01,236,19980,24716
370,1596444542,49:02,806,20621,24732
371,1596444543,49:03,-83,19974,24732
372,1596444544,49:04,606,20638,24760
373,1596444545,49:05,-1164,19050,24760
374,1596444546,49:06,-271,19593,24760
375,1596444547,49:07,-291,19492,24760
376,1596444548,49:08,1055,20751,24760
377,1596444549,49:09,-422,19590,24760
378,1596444550,49:10,314,20200,24760
379,1596444551,49:11,-302,19678,24848
380,1596444552,49:12,37,19926,24848
381,1596444553,49:13,-225,19675,24945
382,1596444554,49:14,150,19983,24945
383,1596444555,49:15,54,19932,24838
384,1596444556,49:16,137,20031,24838
385,1596444557,49:17,25,19960,24838
386,1596444558,49:18,136,20079,24838
387,1596444559,49:19,-37,19947,24838
388,1596444560,49:20,747,20719,24838
389,1596444561,49:21,-779,19418,24901
390,1596444562,49:22,707,20670,24690
391,1596444563,49:23,-475,19700,25005
392,1596444564,49:24,-736,19296,25005
393,1596444565,49:25,-88,19724,25005
394,1596444566,49:26,248,20033,25005
395,1596444567,49:27,-441,19419,25005
396,1596444568,49:28,1062,20789,24839
397,1596444569,49:29,474,20520,24839
398,1596444570,49:30,-393,19795,24927
399,1596444571,49:31,-925,19145,24927
400,1596444572,49:32,-42,19751,24839
401,1596444573,49:33,-30,19750,24839
402,1596444574,49:34,282,20053,24793
403,1596444575,49:35,309,20165,24793
404,1596444576,49:36,-732,19216,24805
405,1596444577,49:37,371,20100,24711
406,1596444578,49:38,-215,19625,24758
407,1596444579,49:39,583,20359,24758
408,1596444580,49:40,-389,19562,24813
409,1596444581,49:41,-97,19737,24813
410,1596444582,49:42,249,20054,24813
411,1596444583,49:43,-429,19450,24822
412,1596444584,49:44,1318,21069,24747
413,1596444585,49:45,-451,19695,24858
414,1596444586,49:46,-1061,18950,24858
415,1596444587,49:47,1028,20721,24858
416,1596444588,49:48,-603,19398,24995
417,1596444589,49:49,386,20206,24650
418,1596444590,49:50,521,20457,24787
419,1596444591,49:51,324,20416,24961
420,1596444592,49:52,-832,19357,24961
421,1596444593,49:53,19,19959,24749
422,1596444594,49:54,691,20636,24574
423,1596444595,49:55,-6629,13524,24574
424,1596444596,49:56,-274,17890,24563
425,1596444597,49:57,8055,26137,24563
426,1596444598,49:58,1835,22333,24742
427,1596444599,49:59,509,21558,24742
428,1596444600,50:00,-1459,19743,24742
429,1596444601,50:01,-2083,18681,25014
430,1596444602,50:02,-1036,19103,25014
431,1596444603,50:03,369,20197,24800
432,1596444604,50:04,-121,19818,24940
433,1596444605,50:05,308,20211,24977
434,1596444606,50:06,-935,19060,25083
435,1596444607,50:07,575,20289,25083
436,1596444608,50:08,296,20183,25083
437,1596444609,50:09,-1038,18938,25040
438,1596444610,50:10,821,20485,24977
439,1596444611,50:11,240,20151,24969
440,1596444612,50:12,-86,19897,24969
441,1596444613,50:13,-330,19627,24969
442,1596444614,50:14,469,20327,24867
443,1596444615,50:15,711,20710,24802
444,1596444616,50:16,-958,19254,24802
445,1596444617,50:17,-210,19714,24752
446,1596444618,50:18,145,20006,24661
447,1596444619,50:19,348,20253,24661
448,1596444620,50:20,97,20106,24661
449,1596444621,50:21,-552,19486,24768
450,1596444622,50:22,-6321,13552,24654
451,1596444623,50:23,7701,25678,24502
452,1596444624,50:24,1631,21918,24654
453,1596444625,50:25,-840,19936,24890
454,1596444626,50:26,384,20908,24741
455,1596444627,50:27,-1375,19264,24741
456,1596444628,50:28,-636,19591,24502
457,1596444629,50:29,456,20492,24502
458,1596444630,50:30,-694,19479,24793
459,1596444631,50:31,753,20718,24793
460,1596444632,50:32,-1214,18977,25090
461,1596444633,50:33,494,20320,24793
462,1596444634,50:34,-263,19712,25021
463,1596444635,50:35,593,20489,25021
464,1596444636,50:36,191,20265,25021
465,1596444637,50:37,-458,19673,25038
466,1596444638,50:38,-299,19694,25038
467,1596444639,50:39,373,20277,24937
468,1596444640,50:40,153,20169,24937
469,1596444641,50:41,-342,19720,24937
470,1596444642,50:42,-318,19641,24952
471,1596444643,50:43,-610,19254,24952
472,1596444644,50:44,620,20301,24881
473,1596444645,50:45,-63,19804,24881
474,1596444646,50:46,149,19997,24783
475,1596444647,50:47,449,20341,24661
476,1596444648,50:48,170,20197,24640
477,1596444649,50:49,-211,19867,24640
478,1596444650,50:50,32,20047,24574
479,1596444651,50:51,83,20107,24574
480,1596444652,50:52,433,20482,24574
481,1596444653,50:53,-732,19447,24574
482,1596444654,50:54,-220,19740,24580
483,1596444655,50:55,-188,19706,24606
484,1596444656,50:56,1114,20951,24606
485,1596444657,50:57,-326,19845,24606
486,1596444658,50:58,-369,19705,24745
487,1596444659,50:59,-149,19814,24745
488,1596444660,51:00,-182,19736,24752
489,1596444661,51:01,254,20118,24691
490,1596444662,51:02,-7116,12824,24878
491,1596444663,51:03,6901,24706,24878
492,1596444664,51:04,2781,22656,24878
493,1596444665,51:05,-529,20181,24878
494,1596444666,51:06,-1147,19404,24894
495,1596444667,51:07,273,20480,24894
496,1596444668,51:08,-728,19561,24896
497,1596444669,51:09,275,20345,24896
498,1596444670,51:10,-1025,19128,25002
499,1596444671,51:11,-47,19798,25002
500,1596444672,51:12,8,19839,24837
501,1596444673,51:13,290,20124,24837
502,1596444674,51:14,106,20027,24837
503,1596444675,51:15,-126,19826,24837
504,1596444676,51:16,300,20215,24782
505,1596444677,51:17,-329,19676,24782
506,1596444678,51:18,-288,19618,24632
507,1596444679,51:19,361,20180,24612
508,1596444680,51:20,-391,19537,24612
509,1596444681,51:21,416,20226,24612
510,1596444682,51:22,337,20272,24631
511,1596444683,51:23,-491,19545,24631
512,1596444684,51:24,-237,19652,24613
513,1596444685,51:25,-77,19741,24613
514,1596444686,51:26,-59,19736,24590
515,1596444687,51:27,896,20673,24590
516,1596444688,51:28,-691,19355,24613
517,1596444689,51:29,138,19977,24580
518,1596444690,51:30,476,20356,24580
519,1596444691,51:31,505,20528,24580
520,1596444692,51:32,-1053,19121,24630
521,1596444693,51:33,-101,19757,24630
522,1596444694,51:34,728,20556,24684
523,1596444695,51:35,-1066,18981,24684
524,1596444696,51:36,1090,20817,24630
525,1596444697,51:37,-302,19752,24684
526,1596444698,51:38,-350,19613,24684
527,1596444699,51:39,700,20558,24684
528,1596444700,51:40,-664,19404,24927
529,1596444701,51:41,106,19975,24683
530,1596444702,51:42,448,20349,24683
531,1596444703,51:43,-11,20024,24747
532,1596444704,51:44,-469,19563,24762
533,1596444705,51:45,-509,19382,24762
534,1596444706,51:46,-27,19711,24801
535,1596444707,51:47,1207,20937,24762
536,1596444708,51:48,-189,19903,24762
537,1596444709,51:49,-231,19805,24801
538,1596444710,51:50,13,19979,24801
539,1596444711,51:51,820,20790,24734
540,1596444712,51:52,-707,19509,24777
541,1596444713,51:53,617,20621,24734
542,1596444714,51:54,-458,19731,24773
543,1596444715,51:55,-6730,13322,24824
544,1596444716,51:56,5841,23874,24824
545,1596444717,51:57,2128,21913,24824
546,1596444718,51:58,320,20744,24944
547,1596444719,51:59,-502,20018,24944
548,1596444720,52:00,435,20804,24944
549,1596444721,52:01,-1244,19256,24944
550,1596444722,52:02,-450,19676,24944
551,1596444723,52:03,-22,19969,24900
552,1596444724,52:04,-158,19827,24900
553,1596444725,52:05,471,20408,24900
554,1596444726,52:06,-231,19848,24935
555,1596444727,52:07,60,20069,24935
556,1596444728,52:08,491,20518,24917
557,1596444729,52:09,-739,19436,24917
558,1596444730,52:10,-485,19468,24917
559,1596444731,52:11,281,20088,24917
560,1596444732,52:12,-202,19690,24917
561,1596444733,52:13,313,20144,24790
562,1596444734,52:14,180,20105,24724
563,1596444735,52:15,-57,19922,24724
564,1596444736,52:16,28,19990,24968
565,1596444737,52:17,-275,19695,24902
566,1596444738,52:18,394,20282,24775
567,1596444739,52:19,51,20057,24775
568,1596444740,52:20,364,20385,24775
569,1596444741,52:21,-98,20033,24775
570,1596444742,52:22,-1097,19004,24957
571,1596444743,52:23,411,20183,24957
572,1596444744,52:24,275,20170,24957
573,1596444745,52:25,-321,19657,24957
574,1596444746,52:26,391,20273,24912
575,1596444747,52:27,-895,19104,24912
576,1596444748,52:28,-27,19703,24912
577,1596444749,52:29,67,19789,24912
578,1596444750,52:30,478,20220,24912
579,1596444751,52:31,-70,19816,25005
580,1596444752,52:32,704,20569,24947
581,1596444753,52:33,-616,19460,24947
582,1596444754,52:34,143,20034,24834
583,1596444755,52:35,-155,19779,24834
584,1596444756,52:36,172,20060,24723
585,1596444757,52:37,347,20286,24837
586,1596444758,52:38,460,20503,24792
587,1596444759,52:39,-708,19473,24792
588,1596444760,52:40,-23,19946,24686
589,1596444761,52:41,400,20362,24686
590,1596444762,52:42,-148,19934,24686
